,book_title,star,title,format,review,helpful,sentiment
894,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,This book exceeded even my high expections. Strongly recommend for beginners or advanced herbalists.,Format: Paperback,"What a fabulous book. I wasn't expecting to enjoy it so much - I have been learning how to incorporate herbs in my daily life, and have been learning so much about the properties of herbs in the process. I loved it so much I purchased 5 extra copies for each of my children's growing families. One project that I made was my own bitters and cordial. Check it out!
Muriel B. - Maryland",3 people found this helpful,1
895,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Love this book!,,1
896,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A MUST Have Herbal,Format: Paperback,"Short and sweet: there is nothing about this book that I do not absolutely LOVE. Well-written, well-researched, easy to use, beautifully illustrated, fun, and chock full of brilliant recipes to stay healthy. (There have been reported problems with the binding of the book, but I understand the distributors and publisher have been responding to the issue. My copy had no problem.) Kudos of the highest order to Rosalee de la Foret for this outstanding contribution to the study and use of Herbs!",,1
897,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Spiral-bound,Very informative book!,,1
898,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Full of wonderful and easy recipes,Format: Paperback,A must have! Full of wonderful and easy recipes.,,1
911,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Love love love,,1
912,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Alchemy of Herbs,Format: Paperback,"I found this book very helpful and informational explaining Herbs and its best to use Herbs for the right person. It gave me some personal insight about how to use herbs, get the most benefit from Herbs for myself and it affects people differently. I also appreciated the recipes in the book and especially delighted about the sections of garlic and turmeric. This book was an excellent find and would definitely recommend this book.",,1
913,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A friendly herbalist in your kitchen ...,Format: Paperback,"This book is like having your friendly, knowledgeable neighborhood herbalist with you in the kitchen, sharing information ~ (including research!), recipes, tips, tricks, and an approach to wellness, and remedies to help regain it ~ that engages all our senses! It is a beautiful book ~ in content, intent, and photographs ...! It's a new book, rapidly on its way to becoming an old favorite in this household ...!",,1
914,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Amazing book!!!,,1
915,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"This book will be your everyday ""go to Herb book""!",Format: Paperback,"Alchemy of Herbs is a wonderful and easy to read book. It is more than a herb book . This book delivers information about the herbs: The botanical name, which makes it easy to know exactly which herb to buy and what parts of it to use, The book gives plant properties, uses and preparations. It really helps to know how to use the herb and has recipes for use ....tinctures, salves, teas, and in cooking with the herbs. Rosalee delivered more than I expected. This is a great go to herb book. I have used this book more than I thought I would. The pictures are great. I love how the recipes are laid out. It is so easy to see instantly the ingredients on the side page edges and then to have the directions with it and the reasons for the use of the recipe.This book will be kept handy in the kitchen. Definitely a go to book!!!",,1
916,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,This Book is a MUST for Both Beginning and Established Herbalists.,Format: Paperback,"Rosalee de la Foret is an excellent teacher, and takes the time to explain everything. This book is beautifully written, and has so many tips. I am just starting my foray into herbal medicine, and I have found that Rosalee's approach to teaching is one of the best that I've seen. One of the bonuses with getting the book was access to several videos. Her 10 Herbs to Radically Change your Health video is outstanding, and again, I was impressed by how she presents her material: very straightforward, easy to understand, yet covering all the necessary aspects. One of the things I really like is the reference section in the back of the book. The Endnotes section lists scientific research studies for each herb. This is invaluable for folks (like me) who want to research the science behind the claims for the herb, and this book doesn't disappoint. Alchemy of Herbs is a must for anyone beginning their herbal studies, as well as for those who are well established in the field.",,1
917,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A Must -have Book for Beginners and Practitioners,Format: Paperback,"Alchemy of herbs is a valuable book to the new herbalist and a wonderful handbook for those who practice herbalism Rosales outlines multiple herbs with their history, uses, cautions, and recipes to use them daily she displays pictures of the herbs for easy identification. I recommend this book to anyone who is curious about herbs because once you read this book, you will be hooked on using herbs every day.",,1
918,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great starter book for every day use,Format: Paperback,"Great overview of many of the common herbs we encounter every day. There are recipes, and suggestions for use. Pictures are colorful. It's sometimes a bit hard to read as the light reflects off the pages and the printing isn't really dark. It's a great starter book and a good way to incorporate herbs into my daily life. The index is helpful, and there are some helpful resources listed as well.",,1
919,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Understanding the right herbs for ME!,Format: Paperback,"I am in love with this book! I have been wanting to know more about herbs but felt so overwhelmed when looking online at different programs. A friend suggested this book and I didn't hesitate. I'm so glad I didn't.

I love the approach of the book! ""Rather than jumping in to 'What herb is good for ______ disease?' You first need to think about who you are as an individual."" Seriously can't ask for anything better than a book that's helping me understand myself and what I need. This is not about a one stop solution for everyone. This is all about me understanding what herbs work for my body! And I'm not at all overwhelmed, only excited to find out what they are and how they make me feel!

Thank you Rosalee and LearningHerbs for imparting so much excellent knowledge in an easy to understand and basic manner but not dumbing it down.",,1
